interest_rate,unemployment_rate,inflation_rate,gdp_growth_rate,labor_force_participation_rate,consumer_confidence_index,government_debt_to_gdp_ratio,exchange_rate,stock_market_index,housing_price_index,manufacturing_pmi,services_pmi,retail_sales_growth_rate,business_confidence_index,wage_growth_rate,exports_volume,imports_volume,government_revenue,government_spending,business_startups_rate,consumer_spending,investment_rate,savings_rate,tax_revenue,interest_coverage_ratio,bankruptcies_rate,business_closures_rate,consumer_debt_to_income_ratio,government_deficit_to_gdp_ratio
3.18,2.17,-1.98,2.39,14.89,116.93,78.28,0.2336,7986.86,123.06,12.77,28.54,1.48,195.54,0.76,612583,621080,543469352,583173843,13.43,407856.33,76.53,90.84,42823701,70.07,0.14,5.31,187.52,0.84
4.12,19.05,1.7,4.32,70.9,24.14,77.88,2.1564,1445.14,93.48,8.42,10.65,-1.14,137.71,6.77,211610,211403,444538538,281961386,54.58,991556.33,8.25,3.91,87128028,0.9,1.07,0.74,348.53,2.66
9.46,9.53,-1.29,4.22,94.05,190.9,113.69,0.5382,35953.72,105.36,80.46,79.33,8.66,99.33,3.23,486444,645885,428543249,380029188,26.2,579488.12,38.98,99.98,22862506,73.01,9.76,6.72,260.64,3.96
4.17,18.92,4.3,6.76,73.77,61.73,74.38,0.3136,36585.12,418.43,62.31,48.14,-15.44,121.39,0.06,531951,67360,832016659,454057872,19.49,214951.51,55.87,40.1,68157352,92.47,2.2,3.23,346.64,4.75
9.4,4.43,-3.42,-4.99,39.66,115.99,39.97,0.484,46078.58,244.38,34.0,0.81,14.67,176.28,0.78,528324,619091,876963436,660262275,60.43,119785.52,40.25,97.06,89170369,25.59,2.17,2.96,114.67,8.48
1.77,9.49,0.88,-6.71,10.85,13.98,70.38,1.0903,5856.33,122.88,20.23,86.14,14.52,107.67,6.78,492713,501424,2910793,432054128,17.53,426781.5,55.37,18.28,88185609,2.68,1.74,6.42,95.89,3.05
8.34,6.67,0.89,1.42,94.0,65.37,17.29,1.7934,1643.21,313.63,59.46,2.54,5.42,125.98,0.54,671057,496850,563029771,485034489,45.85,307769.66,45.76,90.54,88259894,72.02,1.12,0.28,373.93,2.25
8.36,3.51,1.94,4.62,40.91,175.08,146.97,1.7384,47158.35,78.3,61.25,26.57,4.41,142.54,5.45,588023,106475,410227814,813180596,86.84,834669.83,69.72,94.88,30588051,17.79,3.53,9.45,41.68,3.78
4.37,1.51,-1.71,0.95,94.02,101.91,72.1,1.3301,18268.41,498.09,92.02,59.02,9.87,100.1,0.43,610919,165662,576496515,517600805,45.41,2317.83,94.65,64.17,2174409,47.39,6.42,4.15,101.63,1.02
8.19,5.6,0.99,-7.1,71.32,165.39,147.64,0.6326,2244.67,77.85,6.91,60.09,11.39,120.32,6.37,554101,972434,127411174,971408058,9.99,822632.21,17.93,6.62,1172304,33.97,7.44,8.74,13.02,8.91
5.34,15.11,1.49,-4.49,65.75,19.25,57.61,1.2289,3954.72,445.8,0.16,48.78,-9.0,90.59,3.03,913591,353685,331593927,761601633,32.57,955358.49,13.98,92.47,12612974,41.6,1.15,8.53,203.88,0.02
1.57,13.02,2.61,4.74,33.48,116.96,2.17,0.0898,15240.14,298.65,44.9,47.69,-1.88,77.82,5.59,479518,731471,695187241,294111577,45.09,324346.76,5.13,27.41,64775066,66.53,1.14,7.07,15.9,8.36
9.89,11.06,-0.14,0.07,57.65,111.07,18.6,0.5683,36390.65,64.03,73.71,5.33,1.32,0.77,1.58,551837,265470,414205223,67103994,97.2,321297.53,1.12,89.54,89288419,65.91,2.25,6.77,132.52,2.87
9.16,15.98,-1.18,5.31,7.83,82.57,66.87,0.1681,41637.44,166.58,34.38,12.51,8.79,121.59,7.67,907259,515698,764304082,450173869,38.17,52611.5,90.88,3.65,28362275,63.22,6.92,2.38,422.77,8.4
3.79,18.5,-1.7,-2.25,89.74,29.71,183.37,1.4475,27655.28,430.02,59.02,66.99,10.1,78.31,1.57,791189,831634,924257425,269760334,11.6,105126.29,19.46,33.41,5411666,63.25,0.24,7.01,373.93,8.13
1.26,14.57,0.41,-9.16,59.22,175.92,53.15,0.5097,21681.31,476.9,55.21,29.0,10.5,52.98,2.08,382972,926691,621545706,270170086,65.06,844243.35,31.84,75.15,23394123,21.73,6.81,5.9,128.04,0.28
5.7,9.71,-1.81,-4.31,38.69,144.59,119.16,0.0666,1692.63,495.91,43.91,28.05,12.2,111.07,6.39,101741,750506,112249104,60175482,47.33,258215.07,7.08,32.38,91656971,35.42,7.81,0.52,282.01,2.57
8.04,7.86,3.07,0.92,77.51,29.91,186.87,0.966,19890.97,440.0,37.82,53.66,-6.35,151.5,4.75,699114,510966,484758863,30264610,48.66,420536.68,15.99,70.55,9469699,27.18,9.08,9.67,335.5,3.37
9.46,11.11,-2.51,-0.41,43.51,172.5,48.63,2.3971,6947.81,427.27,68.68,39.12,1.27,44.46,7.72,632498,383586,578270305,535610891,42.21,597588.75,38.09,19.21,14832831,69.92,7.23,2.22,233.91,7.66
8.42,8.33,-1.45,-4.45,67.36,186.71,88.16,1.581,5106.04,181.91,3.3,14.71,-10.96,21.53,3.24,730294,941834,309555658,449216704,72.47,21127.95,70.43,73.79,30587693,60.95,8.66,5.92,50.02,2.1
4.34,17.82,-1.73,9.5,57.76,39.41,34.28,1.1107,34490.65,344.56,19.98,16.98,-12.85,68.99,4.43,342737,199074,522739385,873432399,75.23,683163.62,15.47,75.17,26425062,11.89,9.51,0.77,380.83,6.67
9.97,9.58,-4.62,0.23,24.04,76.24,35.71,2.5064,14560.64,72.01,57.07,5.61,19.68,129.71,1.01,162377,334675,707178760,802431401,43.95,552741.97,82.69,93.27,63990000,19.72,5.2,3.4,250.1,8.66
8.61,13.43,-3.68,1.69,69.49,94.96,141.66,1.4134,5392.89,499.28,67.22,57.48,19.93,133.31,0.62,671317,31718,105000720,633233930,78.49,686745.33,61.79,8.91,9928376,9.04,9.07,2.7,469.72,2.33
4.68,7.85,2.44,-0.4,89.65,85.76,170.16,2.8161,23981.41,160.49,44.6,39.26,19.36,19.28,1.86,405160,710540,62941433,795625802,70.16,773965.98,80.97,7.42,76074470,3.1,6.18,7.75,201.07,6.56
3.81,6.81,-0.51,8.76,73.04,11.66,162.06,2.27,213.06,208.91,40.39,25.29,18.02,199.05,3.23,220115,102779,648759779,781381720,59.44,915279.03,11.42,49.68,39168930,94.71,2.01,6.28,493.99,1.35
7.28,7.32,-4.21,7.11,2.67,88.15,119.82,2.0866,41228.85,112.37,69.04,43.88,-1.96,99.51,0.01,576700,352607,135204413,203609576,55.39,559966.89,14.38,38.87,29806021,35.53,1.23,1.87,391.33,0.74
2.99,7.26,-0.89,4.39,7.78,137.82,125.93,0.2387,2653.11,365.64,22.72,67.55,-18.83,54.94,3.98,383740,127868,797462323,604891725,92.54,281064.03,32.89,17.09,2450992,51.37,6.64,7.68,12.48,4.89
7.97,16.06,0.71,3.58,57.32,73.51,36.8,0.8976,30947.74,221.69,65.62,82.59,-1.47,39.76,3.38,300476,772583,685730186,427002932,13.97,907701.98,11.26,41.21,37791719,38.67,8.1,2.72,86.07,7.29
6.26,15.51,3.68,8.28,63.16,90.43,144.67,1.5298,36562.87,391.51,22.16,2.19,-11.6,144.43,7.04,273855,185570,784394869,267806889,20.33,652441.82,35.45,10.28,80215592,92.27,6.86,6.59,61.97,3.12
5.57,16.15,0.32,-4.18,57.64,177.75,97.61,0.2707,1908.84,322.43,80.38,91.06,7.05,20.55,3.76,203271,646343,534172613,79976628,51.45,51093.94,89.51,83.93,7378165,29.0,0.26,9.6,180.64,4.74
8.98,17.09,1.4,6.15,0.45,95.2,6.39,2.402,49094.32,467.18,1.66,92.71,8.15,13.72,1.33,412985,530511,889793420,963944221,79.52,572671.61,33.15,91.14,26863274,63.97,5.55,5.11,96.59,2.28
6.14,14.05,2.86,-1.54,36.24,45.68,131.13,0.9364,2869.4,176.76,48.04,20.6,18.78,178.47,0.62,511850,235580,409255209,521748447,58.46,270613.55,45.41,97.94,71207183,33.53,2.78,3.1,304.59,1.99
6.51,7.28,-4.23,6.39,56.61,169.21,25.31,2.0126,32752.65,209.97,13.28,73.28,-13.66,115.66,6.89,516561,293792,143887579,999226674,61.78,192558.14,97.78,55.15,81504760,24.48,9.52,9.44,155.86,4.57
9.67,14.93,0.19,8.84,48.18,52.16,39.79,2.6961,29195.65,410.21,99.93,35.38,-10.91,61.15,0.47,325760,240586,820955135,88142936,39.22,402053.71,74.04,46.67,58709256,86.07,9.24,0.43,78.86,2.22
4.06,15.07,1.25,-0.26,8.99,65.38,0.96,1.8905,6308.88,284.05,71.29,32.63,-16.08,20.85,0.55,146747,537261,510164798,702651402,47.8,258073.05,62.33,71.07,28924732,27.37,3.02,1.03,252.7,1.55
6.39,6.98,-2.26,3.32,21.9,198.63,71.95,2.4569,39970.86,134.34,5.58,69.38,-15.56,56.71,7.88,67729,257954,664504077,740414018,85.53,799451.6,25.5,75.69,99482301,12.04,4.8,7.39,485.52,0.42
3.38,3.38,4.64,-5.02,85.53,167.54,78.27,1.1121,45201.03,246.03,65.55,62.02,3.39,129.84,9.13,328611,310835,344901607,176993778,62.69,73433.28,90.06,31.19,4240799,53.97,7.1,5.26,118.47,5.84
0.0,11.14,-0.16,3.75,71.22,110.76,116.86,0.3726,48527.64,95.58,11.14,49.95,19.63,27.72,0.26,912651,386345,947636631,509018910,76.79,694336.95,67.12,5.97,28918578,71.16,2.11,4.47,309.28,1.92
5.46,12.1,1.87,-7.22,49.13,20.51,163.27,2.5448,13001.76,496.97,8.21,50.41,-10.86,142.03,6.05,753384,429248,635561621,522549784,91.39,679521.46,87.06,78.5,1790482,21.47,1.15,1.24,98.77,5.36
1.19,8.92,4.11,-1.67,20.21,59.62,45.46,2.553,5247.94,80.55,38.8,94.6,-4.8,198.29,7.99,151009,653098,805704786,853443697,46.94,217276.87,82.5,62.66,4208392,9.24,6.18,5.93,2.98,7.79
5.1,18.01,-4.94,6.34,6.7,40.85,120.8,0.9422,2795.55,308.02,68.73,20.09,-7.31,170.66,6.68,754817,620480,638716643,874234666,80.51,436197.68,50.2,59.94,76373265,83.84,0.74,6.41,242.71,0.54
1.43,19.13,-0.14,-2.42,46.09,21.85,166.17,0.2436,1309.86,305.71,11.37,65.26,-0.97,55.83,1.62,189121,248351,365233108,373093825,59.17,827893.01,98.4,95.33,46072551,10.97,7.72,5.43,89.11,0.05
9.22,16.7,0.74,0.54,9.95,3.09,68.78,1.1717,12775.72,190.65,46.98,46.6,-15.54,51.49,3.19,745006,761316,891291742,827859871,65.85,156518.73,99.57,4.05,26140664,95.16,1.63,7.38,235.33,8.41
6.88,19.55,-2.31,-0.78,1.1,60.54,110.87,2.152,10998.95,247.37,59.11,10.81,19.7,99.7,1.86,883591,437324,514336167,11713905,59.18,7581.32,46.24,65.42,90585886,25.95,6.55,1.68,189.72,9.97
4.55,16.33,-1.31,-0.48,56.88,85.98,149.59,0.5642,14648.18,124.43,29.4,57.82,2.47,40.94,6.6,645577,608671,654508159,898978498,97.56,354635.4,61.24,37.39,96205911,15.66,4.77,0.58,308.58,9.91
9.53,11.17,-0.96,4.84,65.26,139.56,144.82,0.9811,43655.94,165.45,37.65,21.47,1.36,98.68,3.69,794456,356401,670672691,62411901,10.44,700697.41,61.17,83.75,7845224,31.8,8.42,4.79,393.79,6.98
9.99,7.85,4.1,0.25,42.91,96.13,95.23,2.9779,6244.15,276.47,15.54,90.7,12.56,90.05,3.33,62215,213987,437691709,761979552,66.77,216301.05,0.98,79.76,15259032,41.01,5.93,3.78,178.19,6.27
0.82,17.53,1.74,3.04,33.67,21.12,114.44,2.6864,34625.59,222.29,35.12,90.32,-11.01,14.3,7.79,390839,807849,924164850,666400209,94.37,502031.6,91.72,54.94,82858433,9.62,9.31,2.59,183.38,4.87
3.81,11.73,-1.98,3.44,75.06,181.46,177.33,2.2816,9613.26,482.79,75.7,33.3,17.18,113.06,4.55,36239,829120,282593527,544604347,91.77,229315.19,53.7,4.53,27141861,92.93,3.45,8.81,10.05,4.25
3.34,8.19,2.41,9.54,25.54,112.02,161.08,1.9301,39350.96,213.56,84.29,38.69,-13.12,87.37,8.22,949596,211239,389188320,529362978,24.63,305228.58,98.77,76.18,11710584,46.18,3.48,3.32,92.53,0.26
8.88,9.02,3.87,7.89,21.9,189.38,188.78,0.7569,26568.38,444.57,81.21,28.3,15.63,97.23,2.99,857887,955468,501342260,864058111,23.45,352110.51,8.1,80.81,58443864,17.65,9.92,3.62,160.57,5.24
2.88,3.18,-2.62,1.52,98.08,56.33,72.37,1.0724,24740.49,448.2,47.48,83.41,6.16,149.41,7.52,593130,454607,786419312,185099166,2.64,869722.31,22.51,41.04,30814928,38.41,0.16,7.58,284.24,6.59
1.03,14.89,3.12,-0.76,36.6,65.73,82.94,2.4795,44143.42,137.69,51.6,48.87,-19.43,53.9,9.46,925363,721345,522584782,625847295,96.67,476537.97,10.61,63.84,48771298,40.09,4.89,1.33,134.83,9.72
9.21,17.22,-4.57,-5.91,12.77,167.08,121.47,1.6221,5792.35,468.94,80.91,54.6,12.56,126.9,8.46,649492,485051,542557070,983753727,61.2,760653.8,82.64,84.89,47319206,78.51,9.58,3.05,378.93,5.8
7.87,18.05,-2.09,2.61,84.79,34.94,33.37,1.1859,32493.86,316.6,8.73,98.14,12.96,26.66,5.37,392491,624916,707443873,804723683,56.69,89739.05,51.11,43.5,43708392,24.82,9.48,9.91,413.86,9.63
5.84,3.77,-2.78,1.17,41.83,99.65,185.83,0.8548,29238.41,58.67,41.0,86.39,10.0,62.87,1.63,407759,267518,325662050,931137688,59.34,526867.87,11.37,77.21,91581646,35.0,6.53,9.23,268.01,1.3
1.57,7.88,-2.57,-5.69,21.42,6.71,130.2,1.9618,1967.15,85.43,79.47,76.18,19.74,83.39,7.6,888617,737995,550699079,424175294,27.21,13971.34,31.64,49.49,28444825,78.42,8.03,6.14,132.56,3.81
5.4,4.48,3.56,0.26,42.33,2.71,176.84,0.4179,15755.3,366.88,7.9,89.31,-19.53,183.37,1.99,440139,928752,543753236,338988117,55.79,63684.14,58.96,5.67,27626696,71.58,1.69,0.67,273.34,10.0
6.27,1.12,-3.16,8.8,37.69,34.5,49.89,0.4738,25068.45,86.29,15.01,23.45,19.46,58.2,5.09,992283,68484,719418307,360175526,89.38,470382.66,14.83,94.61,68552920,91.22,6.82,6.41,1.25,1.27
8.12,14.94,4.71,-1.38,83.03,4.72,50.41,2.4256,16306.02,146.51,25.76,56.95,15.06,143.9,3.52,1532,900830,681700616,832280451,20.02,153084.97,41.05,6.83,89387594,70.33,1.22,1.13,450.71,9.12
6.38,3.9,2.67,-4.47,99.2,162.0,192.0,2.0592,48714.16,280.22,27.02,78.62,7.35,172.57,1.56,363046,453495,749432246,323094709,84.11,423676.71,25.72,92.32,14588994,42.67,8.13,7.97,1.26,4.17
2.36,1.25,-4.82,3.46,54.12,171.44,192.33,2.0842,7546.71,453.5,70.6,83.6,-16.93,178.79,9.36,948970,678164,990206436,45447708,24.92,878012.32,41.85,45.63,10264750,77.5,8.02,1.36,357.28,8.32
8.58,10.95,2.07,-4.64,42.13,123.89,101.03,1.1597,45906.34,196.26,44.77,25.27,-2.0,34.57,3.09,26609,179636,186023785,151647547,70.85,918932.66,12.37,30.78,70327652,12.15,8.45,1.01,53.31,2.55
2.81,11.33,2.67,-4.91,54.81,124.94,130.86,2.5447,4976.27,369.55,44.06,40.75,9.72,79.19,9.28,849639,10206,591851918,36498598,28.33,11449.33,14.3,6.11,53689741,4.02,6.61,1.08,359.56,8.78
8.04,13.56,-4.48,-6.62,0.69,26.29,102.79,1.882,25802.97,228.15,27.95,40.9,17.29,158.87,8.58,870256,867825,191927309,360664987,49.39,84287.7,58.7,30.14,34658876,83.96,9.58,7.69,436.58,8.46
8.02,5.38,3.63,-0.29,39.67,114.42,114.81,2.4992,24352.55,69.44,61.97,58.74,-1.12,181.55,5.25,541882,365326,409104516,15188861,79.22,560592.65,13.11,12.59,93917110,99.4,2.28,6.63,57.3,0.86
1.55,11.03,-3.31,-1.72,65.87,38.89,114.22,2.5121,43731.05,204.3,83.72,27.48,-14.84,82.13,9.16,798395,123395,642047681,715375101,41.34,504478.73,40.98,86.95,65574171,8.63,0.37,9.55,331.82,8.19
3.91,18.26,-4.03,3.61,49.93,70.36,54.53,1.7677,36768.99,418.29,24.24,50.54,-12.63,194.86,8.44,586740,681119,159302817,809484751,59.45,786846.74,52.32,63.13,63861536,20.18,9.77,5.68,100.38,9.84
2.66,8.61,-2.62,2.58,66.94,152.52,145.31,0.4142,45241.5,306.69,26.9,63.37,11.35,149.34,0.95,440089,24299,158755260,322397888,62.39,201293.14,81.93,12.13,9909940,46.29,4.77,1.74,154.98,3.51
2.18,19.85,-3.19,9.05,67.2,193.73,16.81,2.9988,21733.36,203.09,96.31,11.12,3.45,33.24,1.74,567710,146183,650911091,657766327,44.52,150578.69,16.75,18.95,52489983,28.26,4.94,6.67,320.96,2.68
5.74,3.2,2.16,-9.49,7.52,98.39,78.75,1.8385,15775.63,203.09,54.48,35.59,-18.91,52.33,9.69,291992,872427,142910816,767720434,7.47,589108.65,40.11,68.13,29977382,55.53,2.1,3.32,142.2,2.87
7.35,15.74,3.64,-1.44,82.12,49.73,19.18,2.2262,43438.86,349.51,73.48,2.41,-7.54,199.86,4.84,955769,133863,321214712,826864709,82.04,735776.15,71.5,19.65,87902185,27.65,9.53,2.78,6.02,5.24
3.64,16.71,-1.55,6.9,37.23,40.86,193.82,2.7725,16579.9,447.35,75.55,78.45,-4.23,34.52,2.21,462455,911473,96906158,375696212,24.16,721019.99,37.46,22.59,99170131,27.37,8.13,9.93,401.88,0.89
1.18,16.72,-2.31,-9.03,23.88,154.46,139.31,2.3397,20700.32,145.25,72.27,35.26,-0.56,36.3,1.92,326993,671686,362001957,452529923,84.91,584145.25,65.51,80.86,80634011,29.27,9.68,1.84,363.31,4.62
3.43,13.09,3.34,2.74,87.86,80.85,181.04,2.4937,342.92,239.79,98.36,62.07,-12.54,155.72,6.28,624812,183539,484157591,415113568,70.13,676865.56,52.49,46.7,93921430,18.81,6.19,7.87,13.81,5.72
9.14,17.57,-0.24,-9.95,54.21,134.56,65.82,1.0594,44855.75,315.86,25.98,81.12,-12.75,143.03,2.52,557325,248199,642099101,83050296,66.8,858983.97,14.09,19.54,91911848,66.52,8.44,5.0,495.77,6.66
6.31,12.82,2.45,6.63,98.97,126.38,148.6,1.8165,7889.17,50.92,3.4,67.94,11.73,189.48,8.35,21382,345829,496512924,860471483,95.87,540582.98,55.28,28.71,65446470,83.49,4.5,7.08,182.4,4.6
7.36,13.5,-0.11,-2.79,26.55,124.89,168.43,1.6094,1296.99,295.63,36.22,19.94,-2.34,92.98,8.96,862406,528160,429116305,329433124,86.88,857086.45,37.32,85.74,72791180,99.96,6.44,4.26,191.9,9.95
5.85,13.52,-2.28,0.43,12.71,121.68,153.51,1.0213,14337.11,201.89,67.9,11.55,11.63,116.61,0.12,53706,988978,198915513,417721315,62.16,676219.2,24.23,12.72,58833855,83.49,5.82,2.97,450.17,9.55
8.17,13.95,-2.96,3.57,7.42,127.6,11.91,1.3793,5568.6,183.72,31.58,70.71,13.96,42.74,8.38,351627,338410,653512269,355999467,65.35,245098.65,60.11,64.02,38361645,54.99,0.14,6.66,169.28,7.25
9.0,5.03,-2.06,8.3,58.13,129.41,191.08,1.4319,39753.53,166.48,41.12,79.2,3.72,98.71,1.53,966532,39547,614244468,40173698,31.52,913061.87,78.49,99.06,20400702,43.29,3.81,6.34,39.64,2.25
2.63,2.24,-2.45,-6.36,30.93,6.89,158.66,0.6599,46114.58,225.92,21.37,34.65,15.71,62.03,6.39,84766,480319,504608895,580444467,7.62,706180.89,79.26,31.11,23672062,99.12,7.46,9.99,331.53,8.35
7.31,6.74,1.8,3.73,69.74,141.1,108.34,0.6674,23848.31,318.41,55.28,70.41,-17.94,182.81,1.03,280866,629907,505551172,149724088,5.18,356818.72,99.87,13.31,38982619,29.1,1.68,5.24,120.07,3.98
6.62,16.33,-0.93,-8.98,54.7,141.9,93.15,1.981,17394.27,72.21,26.64,59.39,-6.82,150.55,4.44,745599,306938,454977897,645769125,0.53,221116.08,79.75,17.86,33034429,94.38,1.32,7.05,215.88,8.87
5.68,15.15,4.24,-2.12,55.01,111.43,4.63,0.7033,28377.72,226.42,79.74,23.23,-8.78,38.35,1.24,697239,594048,103191368,484863199,90.28,497620.38,67.42,36.19,38604552,79.56,0.26,7.44,423.94,9.57
0.76,12.63,0.8,7.34,3.47,166.07,104.6,0.7751,7952.14,289.55,60.57,13.78,-5.16,67.28,0.4,941037,622664,618032325,581840777,12.84,204914.0,11.83,0.53,60206403,96.81,0.93,0.31,11.01,3.76
1.53,19.02,3.59,0.55,69.45,30.99,138.98,2.2828,8663.73,319.85,0.1,65.28,10.27,64.55,6.72,56286,150942,253589959,428165497,26.18,498072.19,50.62,80.5,75675322,13.79,5.08,4.21,80.14,9.14
4.83,0.31,-4.05,-2.61,25.71,137.47,22.45,1.6228,6150.4,105.53,37.91,78.26,10.23,131.13,1.4,264063,390369,262850214,863765838,82.96,752371.76,44.48,24.76,30681603,66.29,8.92,5.44,351.11,7.14
5.16,17.59,-1.39,-4.96,29.34,75.91,153.14,0.7407,32273.26,119.43,12.66,64.91,-4.8,79.59,3.96,984347,710840,859797786,347364825,42.81,883635.89,28.16,64.5,9022035,39.2,3.5,4.89,32.56,4.54
2.09,0.67,2.56,9.34,42.66,35.13,18.39,0.88,47368.74,283.39,78.9,9.24,-0.35,31.35,1.74,662747,978642,286095625,344380848,47.71,210833.55,95.51,95.92,24604839,94.32,9.41,7.93,333.65,4.6
0.22,19.68,0.25,-1.96,5.68,61.5,58.64,2.2215,42353.75,342.29,78.39,27.88,10.08,157.54,9.8,524323,191298,159567656,613025499,40.58,628370.19,74.0,51.54,15507600,86.92,0.36,3.87,146.56,3.22
6.31,3.53,-3.99,4.62,60.37,186.06,131.81,0.2201,36626.32,182.68,21.07,39.25,15.03,108.75,5.76,508506,234177,31511575,472434780,16.23,57709.87,90.38,11.36,80728234,18.44,8.56,0.13,50.37,8.67
9.48,4.42,1.49,-6.18,98.1,156.39,161.56,0.0269,3341.06,119.88,13.17,80.02,-16.05,161.63,7.8,551793,361969,691373622,374692834,12.88,559861.62,35.84,84.64,63125183,23.64,6.51,1.45,241.94,3.44
9.53,5.23,-2.04,-3.82,85.76,153.23,151.65,0.2933,37972.24,264.68,73.74,33.35,-16.42,76.77,6.88,724038,650190,474941105,78064677,27.3,285550.06,74.81,29.77,24187130,93.76,9.79,9.2,493.21,3.56
4.69,6.61,1.71,-6.67,47.53,94.09,160.29,1.3468,37596.36,455.1,43.83,15.65,19.24,170.78,8.64,126583,383640,289754790,713554287,24.92,566444.83,22.47,16.32,22617973,25.67,0.71,2.47,263.38,8.37
7.14,3.48,0.62,6.94,77.13,68.68,195.85,1.7335,46462.93,412.23,53.43,68.41,9.4,136.49,2.1,668732,744640,590435361,965402105,82.79,431210.13,29.65,13.72,94384126,47.73,1.94,8.83,426.01,3.93
2.34,13.58,-4.97,-7.81,96.09,148.16,79.27,2.7415,13686.5,387.45,29.12,38.75,-10.33,3.56,7.99,653111,181086,112623204,195328156,59.3,696177.61,59.04,34.45,41803794,23.89,5.87,1.13,247.93,7.75
3.64,17.24,-2.58,-8.71,81.92,49.41,69.75,1.1475,14542.21,370.83,22.11,82.18,3.73,97.94,9.37,524025,77755,144403066,995464155,57.05,438412.56,36.69,63.98,24775855,76.13,8.55,9.88,450.96,0.15
2.72,2.45,4.37,7.01,63.29,60.31,89.18,0.2762,4389.79,143.98,29.52,71.24,10.89,81.01,0.89,562590,215826,675438946,820292785,54.59,767084.94,35.82,36.29,63563561,45.06,6.76,7.32,306.66,8.39
2.84,19.23,-2.84,5.31,90.89,113.67,20.77,0.3449,47785.27,94.11,95.81,52.41,-18.22,135.68,4.66,448964,347026,226586828,908278287,82.91,197059.1,87.75,37.83,99727470,91.61,8.49,2.4,129.58,9.71
7.91,6.83,-2.58,-0.87,93.99,37.36,103.56,0.3477,14819.57,439.71,54.01,22.84,-0.52,17.17,2.46,140043,993566,992287231,33120295,1.95,396786.09,78.26,16.28,85071991,74.81,0.43,5.47,128.56,0.86
6.53,1.85,1.18,-1.1,40.34,177.98,26.21,0.978,34625.0,409.66,21.89,5.55,-9.8,85.55,0.24,483619,776971,639349573,261181923,10.29,837135.75,20.8,83.55,64233109,69.95,3.74,6.63,134.22,2.34
5.94,0.56,2.59,9.81,13.68,149.33,145.78,2.6627,22762.94,326.53,68.21,39.77,-1.03,55.12,9.56,721438,354419,609656664,791516664,14.82,628206.64,55.97,12.78,29615721,67.5,5.39,4.47,372.32,8.4
9.31,8.47,-0.18,-1.2,7.8,33.35,190.02,2.8781,4767.31,466.79,59.09,21.45,-11.17,183.61,2.75,314751,989637,85538658,927840344,20.59,197423.58,0.31,15.44,83870095,5.49,0.42,6.68,483.66,5.29
5.77,17.48,2.57,9.58,36.51,190.91,98.66,2.2197,11648.43,272.5,46.65,37.36,5.96,178.72,1.15,993245,549430,666019143,938238125,99.44,371040.94,53.29,79.83,66682027,40.11,3.1,0.95,411.68,0.93
9.19,4.15,1.65,-8.44,31.0,8.26,42.39,1.6438,34503.3,83.65,15.92,60.64,19.86,111.8,8.62,44282,817167,285594708,594107022,66.78,704637.25,41.68,41.92,39145479,95.02,0.56,7.33,438.0,8.1
9.32,6.03,1.96,-7.45,46.54,71.35,158.45,2.8442,20010.57,401.76,64.76,28.28,8.76,111.93,7.85,955638,359906,812587904,729613160,25.16,536471.55,77.7,80.67,11941155,65.23,6.76,9.23,371.75,2.03
7.5,9.03,3.97,5.74,7.44,15.67,145.13,0.7497,37846.16,472.6,12.8,54.04,-12.72,84.62,4.99,31419,592176,519007841,50037376,75.96,986660.61,9.91,9.41,33486397,91.46,6.97,4.12,144.22,4.93
4.77,15.27,-4.88,-9.24,55.48,23.37,109.54,1.1903,608.41,431.08,60.42,55.95,5.52,87.59,8.19,143981,176437,931352753,76553275,73.42,348777.37,33.76,29.54,38710749,46.83,3.67,2.39,125.38,3.27
9.91,8.45,3.31,9.85,12.46,95.25,189.6,0.0161,2084.54,384.4,44.24,82.66,-13.42,0.5,6.45,906400,487023,482534554,257944304,49.96,576091.96,52.27,52.2,81285860,50.88,1.18,5.13,376.3,3.8
7.26,10.68,1.95,7.83,98.4,38.75,59.67,0.7999,18218.33,371.33,29.16,39.06,17.25,15.48,6.3,776563,724943,836006165,405500403,71.52,868138.89,84.44,29.28,27545419,17.22,9.89,5.7,366.59,4.27
0.77,16.02,2.52,1.55,55.7,52.41,171.76,0.705,5956.64,316.53,95.12,91.37,14.54,59.23,5.88,855747,262391,673450983,543637737,77.7,474576.21,5.24,5.57,13295802,25.25,0.32,7.11,337.3,0.04
4.59,9.25,1.13,1.08,37.01,180.52,36.49,2.4597,29129.07,229.11,31.57,81.92,-18.53,122.04,4.22,650817,862067,487917994,191522830,50.65,864524.44,37.27,68.14,15820321,97.01,8.96,6.46,437.63,9.39
2.23,1.77,3.63,6.92,73.8,29.9,38.58,1.5075,42278.79,303.92,64.62,87.14,-2.66,133.46,4.4,108712,698626,948330074,909814368,24.36,221056.0,10.24,6.33,56869233,71.94,6.01,5.76,70.35,9.32
3.89,3.56,4.79,5.48,4.67,171.58,116.61,0.1987,12531.61,349.83,78.92,79.19,16.57,84.94,7.29,593957,129215,812557340,245697711,88.7,876523.23,63.77,69.61,86645142,96.04,6.82,3.6,439.14,0.24
8.57,12.81,0.8,0.94,41.48,29.29,34.8,2.6063,42963.79,436.1,62.51,87.48,-10.02,172.27,4.47,145803,459116,379151271,689126120,6.05,85008.13,14.34,95.43,80683302,95.47,6.6,2.18,243.42,3.04
